Class,AngleCh1,AreaCh1,AvgIntenCh1,AvgIntenCh2,AvgIntenCh3,AvgIntenCh4,ConvexHullAreaRatioCh1,ConvexHullPerimRatioCh1,DiffIntenDensityCh1,DiffIntenDensityCh3,DiffIntenDensityCh4,EntropyIntenCh1,EntropyIntenCh3,EntropyIntenCh4,EqCircDiamCh1,EqEllipseLWRCh1,EqEllipseOblateVolCh1,EqEllipseProlateVolCh1,EqSphereAreaCh1,EqSphereVolCh1,FiberAlign2Ch3,FiberAlign2Ch4,FiberLengthCh1,FiberWidthCh1,IntenCoocASMCh3,IntenCoocASMCh4,IntenCoocContrastCh3,IntenCoocContrastCh4,IntenCoocEntropyCh3,IntenCoocEntropyCh4,IntenCoocMaxCh3,IntenCoocMaxCh4,KurtIntenCh1,KurtIntenCh3,KurtIntenCh4,LengthCh1,NeighborAvgDistCh1,NeighborMinDistCh1,NeighborVarDistCh1,PerimCh1,ShapeBFRCh1,ShapeLWRCh1,ShapeP2ACh1,SkewIntenCh1,SkewIntenCh3,SkewIntenCh4,SpotFiberCountCh3,SpotFiberCountCh4,TotalIntenCh1,TotalIntenCh2,TotalIntenCh3,TotalIntenCh4,VarIntenCh1,VarIntenCh3,VarIntenCh4,WidthCh1,XCentroid,YCentroid
0,84.39606791,809,31.04145078,102.8018135,40.73834197,202.9831606,1.582527301,0.868440078,42.70034843,26.15121951,111.2885017,6.081859014,6.226899884,7.288341318,32.0983623,2.896199015,2985.806792,1030.939786,3236.798186,17315.98681,1.011313527,1.366651095,82.82722156,10.13989084,0.021101204,0.036563132,7.653256236,4.806404637,6.940026178,6.361986422,0.124645892,0.17558299,-0.139313415,0.449481026,0.227476746,66.92940166,249.1777311,28.11284759,110.4631335,185.9342248,0.446275122,2.470477664,3.275667897,0.525299604,0.812485422,0.991019428,6,11,23964,78592,31450,156703,20.44348565,34.46427799,207.7276415,27.0916846,331,36
1,167.9310456,439,236.2291169,414.3508353,130.4319809,557.7326969,1.05875576,0.95009521,97.55400254,70.40025413,289.4396442,7.976074602,5.964962531,7.406863078,23.6472823,1.37618992,822.9657688,598.0030494,1756.759637,6923.765179,1.123679971,1.378001427,25.07933103,18.13894868,0.091536632,0.024526473,3.249266938,7.095998837,5.491074885,6.740249859,0.292191436,0.135897436,-0.949130362,2.495680107,-0.795034812,30.96082116,279.4401997,29.97157573,108.9673503,86.43655942,0.629809011,1.374616201,1.306936376,0.417601354,1.534692284,0.282794347,4,4,98980,173195,54651,233690,149.6343994,150.4688362,426.9843247,22.52324768,211,23
0,53.05501817,172,116.7090909,399.169697,20.23636364,43.83030303,1.055232558,0.963182089,59.17333333,20.13333333,43.21333333,6.616935908,1.679336978,2.873370896,14.83939505,1.254192654,194.1465123,154.7979983,691.8027211,1710.988979,1.702431361,1.755158646,13.25807479,13.25807479,0.612130205,0.389888718,0.239521757,1.360749367,1.609251413,2.863281998,0.785234899,0.630872483,-0.439076023,7.515811909,2.996436822,17.60897202,222.8535379,23.34644918,94.60941506,53.03229916,0.639555473,1.146631721,1.24137129,-0.015714298,2.901131814,1.949073739,0,3,19257,65699,3339,7232,49.0364142,53.51135715,81.72085704,15.35712967,267,24
1,27.51725917,170,27.45398773,2.987730061,60.26380368,34.41717791,1.202877698,0.931120664,36.01730104,49.03460208,24.57785467,5.699205531,6.294657372,5.288731669,14.74918512,2.343958325,260.6020933,111.1803442,683.4172336,1679.974549,1.735295134,1.191186589,23.23284031,7.839003101,0.008197966,0.045667666,13.11538462,7.451719513,7.131564762,5.988528446,0.020547945,0.198630137,2.137948713,3.040427055,0.127922467,22.01997243,246.049785,22.89307691,99.23117098,62.14368683,0.624268992,1.771655882,1.687401572,1.160206345,1.523460489,0.918160616,1,8,4475,325,9823,5610,21.42334099,51.39093857,32.3324024,12.4290347,253,18
1,89.34556997,431,55.40048544,61.11893204,117.1674757,186.9174757,1.700288184,0.854508484,58.80296896,102.2874494,103.974359,6.69331112,7.326109284,6.731183736,23.44891933,3.524425154,1284.137476,364.3537371,1727.410431,6750.98464,1.325641754,1.402815886,63.70979189,7.136275892,0.006969291,0.036147132,12.32147857,6.51877734,7.475483894,6.301315024,0.023622047,0.181102362,5.735407143,4.698906744,-0.944403003,51.17544339,279.6307156,32.82583049,113.4183841,141.6921356,0.407723565,2.472597895,3.513995785,2.227894121,2.072462017,0.403833905,4,7,22825,24770,48273,77010,57.61962904,129.9645718,160.2798765,20.69703428,465,26
1,100.8470639,169,237.4506173,450.6419753,246.7283951,299.462963,1.038461538,0.977512595,90.57142857,124.3537415,286.8911565,6.946180636,6.130931805,5.467666716,14.70387262,1.638772551,215.900383,131.745179,679.2244898,1664.538396,1.077903082,1.519803941,13.25807479,13.25807479,0.033439506,0.059389641,5.086666667,6.6925,6.083086591,5.699585581,0.173333333,0.243055556,-0.941749832,1.772400168,2.653420606,19.2553209,327.0289356,48.12993798,135.0957699,53.03229916,0.730856088,1.595805824,1.263407467,-0.173151255,1.066789485,1.704978309,2,3,38467,72843,39970,48513,106.2491861,211.129766,374.0525503,12.06620543,50,14
1,134.3549108,302,53.32179931,73.65051903,120.0069204,82.15570934,1.268450933,0.798453384,52.8255814,100.8992248,45.91860465,6.520441723,7.059407387,5.440137922,19.63917074,1.429683639,480.4943532,336.0843896,1211.702948,3966.14018,1.90645121,1.455093265,41.63762939,7.759887417,0.00667573,0.090380197,19.83049829,3.464732223,7.503141388,5.438616927,0.022900763,0.297709924,-0.5269557,-0.871977488,-1.187692973,29.00477479,202.9584199,37.2672292,76.82513618,98.7950336,0.497692031,1.382176515,2.403899867,0.266613505,0.144085557,0.44347846,2,8,15410,20997,34682,23743,31.21335624,77.44219825,80.75504404,20.98485576,223,15
1,135.4605479,582,29.5323741,38.38309353,56.44604317,105.5845324,1.87993283,0.723081089,40.60652396,51.04485219,65.90723751,6.065398798,6.632428964,6.087595211,27.24028332,3.7003991,2062.804267,557.454537,2331.165533,10583.6016,1.655180224,1.541971951,102.1469869,6.110750272,0.010212131,0.071538349,13.79803608,5.167681533,7.388804888,5.849461401,0.069246436,0.258655804,1.279217051,2.481892587,0.118847394,66.61221091,213.9927573,63.31912211,77.08537925,216.5154743,0.375412555,2.858270768,5.976478312,1.08768134,1.479369334,0.805550034,6,14,16420,20786,31384,58705,23.72938019,56.98165458,104.0294561,23.3050737,215,28
1,45.62966618,374,33.68347339,170.2212885,21.33893557,65.41736695,1.177020708,0.892857944,40.88414634,20.69512195,39.66158537,6.212993738,5.173400778,5.128848021,21.82771791,2.325554925,841.3702953,361.7933451,1496.809524,5445.322675,1.675283645,1.246195002,37.48437538,10.46525611,0.04614841,0.134080977,8.113419406,2.539983083,6.188967092,4.933641182,0.197568389,0.361702128,-0.017475211,0.9082039,-0.544722506,34.69941442,249.5493415,34.53745215,91.06158354,95.89926298,0.623574758,2.006440437,1.865597547,0.741345997,1.281729623,0.887329466,4,9,12025,60413,7618,23354,25.74618802,24.84596743,77.83460904,17.2940167,282,19
1,135.2591318,238,34.75877193,3.320175439,74.48245614,145.877193,1.16872428,0.782561932,44.38765432,62.70864198,73.49382716,5.966074275,6.607291565,6.018235625,17.44382206,1.415185277,334.9889425,236.7103077,955.9455782,2779.224095,1.715526501,1.565252325,34.35673305,7.413661342,0.008280581,0.040559103,13.85300932,6.296395649,7.247664334,6.235450046,0.03960396,0.188118812,1.195361408,1.045657045,-1.389058632,24.62034693,198.0978473,43.53297809,84.34901125,83.54078879,0.535660531,1.358641282,2.180419722,0.99241639,1.114061269,-0.038390826,1,6,7925,530,16982,33260,27.46095573,60.94284531,113.018834,18.12130049,244,141
0,133.1846935,396,354.7830688,302.9497354,130.531746,103.6613757,1.050697085,0.961539191,116.7642045,94.94602273,63.34375,8.038226022,6.259011789,6.250856411,22.46053643,2.217156042,895.0707806,403.702204,1584.857143,5932.790266,1.430166013,1.642552179,29.16347205,14.17901658,0.063428493,0.055878339,5.927822571,9.022525685,5.972373969,6.271387801,0.243626062,0.229461756,-0.367346071,2.201963487,4.468990514,34.8694054,255.3841097,46.2983828,97.2128919,86.68497726,0.679954642,2.086598527,1.446071956,0.33229452,1.570976072,1.254347357,2,9,134108,114138,49341,39184,181.1695412,155.6761164,90.37219711,16.71112337,340,18
0,108.5166557,259,354.7298387,476.8467742,336.4919355,279.2862903,1.081081081,0.938708327,152.0526316,250.5657895,155.1184211,7.617463347,6.246720876,6.823239328,18.19282177,1.610952508,405.4529273,251.6852144,1039.800454,3152.817388,1.328818124,1.302411306,22.03478069,12.32052919,0.061298352,0.023793174,6.716275491,6.833397461,6.001023005,6.633466963,0.243362832,0.132743363,-0.807623881,1.885709359,-1.038254541,24.60920043,273.5523422,59.69784083,97.05273006,68.71061976,0.666104008,1.551840358,1.383876071,-0.039721704,1.38469899,0.424704372,3,5,87973,118011,83450,69263,178.1505446,355.78286,236.4300745,15.85807477,310,13
1,103.6255289,518,86.33939394,359.6242424,87.00808081,331.5333333,1.355965082,0.791461171,63.19037199,65.33260394,232.0612691,7.188191771,6.43457939,7.652880115,25.70258618,1.539615661,1117.7264,725.9775466,2075.408163,8890.559528,1.253224788,1.318878639,54.95942574,9.831613875,0.045298278,0.016896179,8.998905908,9.832603939,6.474889271,7.035690635,0.20131291,0.10940919,0.247925534,1.296481973,-0.313830383,35.51813786,285.8203022,42.97561667,125.4494952,129.5820792,0.486441149,1.182734195,2.472922186,0.661037794,1.008134722,0.729064625,1,9,42738,177520,43069,164109,48.1695864,81.03205461,291.9525671,30.03053265,32,20
1,69.09549092,194,135.2688172,355.6344086,148.4086022,355.3494624,1.100515464,0.948153809,93,154.7159763,243.4319527,6.815672655,5.889518556,5.468405202,15.75544582,1.38147745,243.8725205,176.5302217,779.8503401,2047.814964,1.822293197,1.751021944,19.67773991,10.33391403,0.042452481,0.071298322,8.027941176,5.160014006,6.118387214,5.637552983,0.196428571,0.267857143,1.241862996,1.757681862,-1.324470567,20.64280213,254.0007639,54.27156248,100.6792907,60.02330788,0.578984513,1.265473259,1.409896893,0.97782118,1.416539146,0.399663433,1,2,25160,65963,27604,66095,63.53572186,167.4547756,346.1041105,16.31231793,244,16
0,178.5706603,503,64.40416667,372.80625,75.71041667,198.1541667,1.173346693,0.794163028,59.95398429,64.42760943,125.956229,6.964491171,5.258325578,6.220814067,25.31015724,1.439966291,1032.189815,716.8152622,2012.517007,8489.520314,1.689183133,1.498713179,46.56823856,11.23179233,0.146249702,0.083572201,3.624127019,5.520253656,4.95560615,5.730242172,0.385300668,0.28285078,0.535420587,3.355890499,-1.130917565,29.70677593,263.1908447,82.88432094,121.9413426,115.6000618,0.698937862,1.225942329,2.033128456,0.773956806,1.896965211,0.427360238,5,12,30914,178468,36341,95114,47.10373286,112.3323821,189.8686091,24.23178907,221,24
1,159.1167044,756,20.11218837,33.34764543,32.50277008,80.15512465,1.441536933,0.780798134,34.50900901,23.65465465,40.21621622,5.529878757,5.944252289,6.671653201,31.04150887,3.605959505,3013.268068,835.6355817,3027.160998,15661.27416,1.144798204,1.371859949,82.1358131,9.63183183,0.020123083,0.025980388,10.035579,4.918547078,7.031234601,6.546073775,0.120535714,0.135416667,0.758502085,4.556820639,-0.533042706,61.00437999,322.8946398,21.10637404,133.5667682,183.5352899,0.540645941,2.658639509,3.388326673,0.952900236,1.782167397,0.6467454,1,15,14521,23356,23467,57872,17.28784791,30.99728552,71.11255393,22.94571332,76,19
0,76.86731321,537,21.09746589,99.59649123,19.31384016,53.76998051,1.443155452,0.774712408,35.49253731,14.00639659,32.09808102,5.529303346,4.88543786,5.503221399,26.1657331,1.921745995,1317.48473,685.5665283,2150.877551,9379.88132,1.185842183,1.129941457,63.18020855,8.938086605,0.07098841,0.095298973,4.478113407,3.416590893,5.786068615,5.487643343,0.262711864,0.302575107,-0.238878395,-0.176408104,-0.746950708,40.2799994,307.3589036,34.03300552,127.0253194,144.2365903,0.482205804,1.454975394,2.931654884,0.584590389,0.86022208,0.701667168,4,11,10823,50581,9908,27584,15.92361927,20.98288877,56.9426177,27.68431657,169,21
1,31.49694487,403,64.55584416,32.77402597,16.22337662,14.22077922,1.152119701,0.892994004,54.08146067,22.94662921,22.27247191,6.819100426,4.908075147,4.770901423,22.66755036,2.326691674,942.5015271,405.0822623,1614.206349,6098.350618,1.450248132,1.340645307,36.96716908,11.37015825,0.023016775,0.020277954,21.76058772,20.55518161,6.703386328,6.719946736,0.124645892,0.122562674,-0.271223502,3.384293921,0.84131841,35.28226111,253.9308844,21.69413486,116.4610774,96.67465465,0.65510892,2.020818328,1.769416685,0.65847869,1.736568449,1.188400289,4,11,24854,12234,6246,5475,43.8249484,18.86154541,15.67811228,17.45939287,65,60
1,74.74172449,351,154.5164179,240.2686567,154.1671642,320.6835821,1.069164265,0.960916163,87.24,110.6288,173.736,7.428380597,5.994796078,6.227135512,21.14446144,1.404478117,594.3554502,423.1859812,1404.569161,4949.809745,1.17944155,1.379789344,23.1907865,15.68383727,0.076733223,0.074702619,6.297107015,3.726164875,5.810252997,5.658840779,0.266666667,0.276190476,1.743901189,2.619304957,-1.0932331,26.13019781,265.7355029,28.46485082,128.9920168,77.74924753,0.662178037,1.287588323,1.322550142,1.003327416,1.71834642,0.567768376,2,9,51763,80156,51646,107429,86.67767809,189.4064148,325.0904557,20.29390711,53,43
0,93.76561758,481,57.60130719,10.77995643,130.503268,27.52505447,1.563598759,0.848033423,47.16504854,71.2961165,18.34223301,6.786247468,7.605017072,1.819897715,24.75030569,3.273598775,1455.302594,444.5574104,1924.469388,7938.534273,1.702964225,1.196867168,72.36990924,7.002881555,0.008320043,0.647923048,10.08033023,0.151923973,7.315214314,1.432352519,0.037470726,0.813602015,0.094462302,0.964951644,7.264370847,59.31999121,229.1702251,28.99388082,122.9708483,158.7455816,0.376149391,2.751132473,3.956908851,0.696757101,1.08502121,2.864657773,2,12,26439,4490,59901,12634,35.97184929,95.35724305,75.32923324,21.56202647,448,55
1,19.24833731,464,82.86230248,332.986456,131.0722348,304.4875847,1.178649237,0.86115235,74.04969697,121.6763636,244.9030303,7.160866827,6.564598412,7.235118747,24.31510154,1.201138259,835.8409413,695.8740469,1857.385488,7527.086123,1.49641113,1.263846479,40.14957397,11.98312459,0.042522512,0.021838152,9.123019325,10.03260473,6.479340246,6.829704035,0.195599022,0.129807692,1.020044903,0.569588057,2.087571982,28.88960135,228.2365891,35.34738522,113.0857664,104.2653971,0.570604232,1.025595319,1.798112872,0.953576177,1.055674858,1.41984132,1,7,36708,147071,58065,134888,59.32986565,138.5218947,324.5502416,28.16861661,399,41
1,81.69767395,158,77.0794702,461.8410596,127.4900662,365.5761589,1.031545741,0.979090706,80.21611722,129.4029304,271.1245421,6.459935368,5.827679243,6.807811693,14.19589238,1.178353255,164.7497348,139.8135356,633.1043084,1497.913437,1.022061585,1.102377521,12.59623659,12.59623659,0.038676444,0.010947124,11.44613527,13.87028986,6.215910899,6.952004161,0.177777778,0.065217391,6.84722128,7.61903072,-1.16913691,16.50494758,216.732192,16.41291525,117.8007453,50.38494637,0.675092943,1.161920968,1.215966379,2.349085293,2.539171487,0.373138053,0,3,11639,69588,19251,55202,70.27246153,157.3473345,280.480936,14.20487971,397,65
1,162.7421437,225,90.76744186,267.8093023,41.40465116,121.5813953,1.042128603,0.980404415,56.75063613,38.77099237,70.09923664,6.763598243,6.027642736,6.911970961,16.93922179,1.970800564,361.993339,183.6783212,901.4399093,2544.948426,1.490718406,1.504860921,19.39983161,12.18391656,0.010817097,0.007171689,19.09153451,15.73149876,7.214506533,7.3637004,0.069651741,0.020833333,-0.719921734,5.918785879,-0.25126435,24.61364123,326.7669634,21.52436261,123.6296227,63.16749635,0.640473719,1.721774437,1.34335258,0.067706886,1.794654759,0.298077311,1,6,19515,57365,8902,26140,43.04223843,35.27577701,62.64667721,14.29550857,36,64
0,139.5991966,209,479.19,303.495,16.865,144.79,1.091127098,0.953938549,174.4410959,20.4630137,83.00547945,7.396307315,3.456534321,5.713718389,16.33763625,1.326722713,266.4750951,200.8521393,838.5487528,2283.317416,1.302624949,1.087194785,19.56570919,11.16988741,0.234803499,0.077067715,3.663499069,4.043160392,3.930990064,5.532863007,0.494505495,0.263736264,-0.958506389,4.102571113,-0.912769413,21.21698187,305.1156276,23.6364783,126.6705555,61.47119319,0.597413505,1.282844216,1.375898696,-0.154961782,2.053534228,0.594564159,2,7,95838,60500,3373,28958,250.5859411,27.86963895,141.1214225,16.53901666,54,49
1,168.9602235,342,19.77370031,3.571865443,42.65137615,0.837920489,2.472396925,0.803690554,32.49005425,31.00361664,2.710669078,5.507570051,6.166523792,0.793766271,20.8904647,3.449734337,898.3302106,260.4056205,1371.027211,4773.565926,1.476670378,2,77.59661308,4.832537214,0.005983576,0.765689185,23.10333412,0.193170815,7.710506335,0.906291558,0.031914894,0.881918819,0.737236108,-0.752924362,42.6988064,57.00731957,227.6295892,45.6600683,105.3701181,164.8583006,0.288956855,2.739732502,5.767548126,0.793635213,0.040054408,6.252843612,3,12,6466,842,13947,274,14.58469453,23.72847532,3.874329294,20.80762247,335,126
1,100.3566816,378,30.97229917,29.67867036,61.69529086,83.33240997,1.393021725,0.821134333,40.7596302,45.13251156,52.55624037,6.000778521,6.664459357,5.366922063,21.94966142,3.630267776,1068.935951,294.4509928,1513.580499,5537.09658,1.452301444,1.467530014,55.19556934,7.211604408,0.008947764,0.103882427,10.46349911,2.893100794,7.271304266,5.176069029,0.051204819,0.319277108,0.71473315,2.591134197,-0.299013311,44.77900581,258.8717381,33.92503741,119.7876537,124.8143475,0.521592628,2.763979429,3.114443602,0.897569665,1.614765567,0.963896824,1,9,11181,10354,22272,30083,23.87280021,58.11261591,97.93044214,16.20091862,393,55
1,83.48643911,791,49.21059603,202.215894,95.39337748,192.5774834,1.802861685,0.783266641,53.56005789,77.9869754,143.3849493,6.686665922,6.776634308,7.201562921,31.74298035,3.558558997,3200.951273,899.5077151,3165.521542,16747.18135,1.650390897,1.705213837,101.665815,8.106325575,0.033959883,0.028241408,8.258224401,9.190656947,6.643017076,6.728292062,0.16951567,0.160968661,5.411000042,7.464170752,0.647960205,73.15037597,309.9746309,39.09290347,133.376183,219.5442811,0.372303516,2.517357992,4.654069144,2.008436304,2.373110151,1.113017818,7,13,37154,151919,72022,145396,50.20305148,116.4096453,196.146324,29.05839225,489,60
0,79.29019423,835,47.85570891,67.38895859,73.06775408,11.64742785,1.643705463,0.612559715,55.87578071,39.15267176,11.47050659,6.719772154,6.339526279,3.947830633,32.61394881,2.241305673,2755.240907,1229.301714,3341.61678,18163.88643,1.337527763,1.044548638,117.8203502,7.490832956,0.054779889,0.161025405,4.867700565,4.490326839,6.148521049,4.900540112,0.224489796,0.401360544,0.42768238,1.009444815,-0.359726848,60.73906638,225.9602039,31.32254844,90.87094112,250.6223664,0.462003574,2.040257147,5.663394219,0.775398484,0.857742029,0.921660687,4,21,38141,52913,58235,9283,32.18910573,67.35706406,14.25304243,29.77029954,239,74
1,23.44394501,276,39.86742424,152.4886364,66.0719697,27.01136364,1.472743521,0.793268418,43.53218884,47.35622318,32.86695279,6.07522461,5.785852625,3.326269023,18.77051498,2.173610398,517.2711919,237.9778789,1106.884354,3462.798224,1.236030351,1.463642129,45.82106935,6.399458179,0.052089353,0.325567913,7.089351511,2.472899779,6.04386051,3.432228995,0.230434783,0.569565217,-0.303905968,-0.429643762,2.294253378,32.28544608,221.5326116,22.36033752,106.2718789,104.4410551,0.425733562,1.603648617,2.960203977,0.431990765,0.630289839,1.73223692,2,6,10525,39994,17443,7131,22.58522243,60.36648279,45.48488618,20.13249395,154,85
1,52.64846745,399,19.74540682,140.7769029,15.03149606,54.32545932,1.392900857,0.72738811,36.14918759,17.62924668,36.38257016,5.426372397,4.250580073,4.835024567,22.5494894,3.080547876,1067.635473,346.5732449,1597.435374,6003.558672,1.697618864,1.017292955,63.01190224,6.795286949,0.111440644,0.172044267,6.455149241,3.740556816,5.224285262,4.685473894,0.326470588,0.409495549,0.163936408,0.657211438,-0.667178096,42.77135008,196.1369632,23.56986527,79.51724723,139.6143784,0.524608246,2.403132544,3.622575664,0.776676185,1.211701111,0.692260432,1,12,7523,53256,5727,20698,16.51630106,18.92280367,59.73101656,17.79816523,254,155
